observed_LST,predicted_LST_3kmCV,residual,x_utm,y_utm,municipality
31.241512,33.1245882864611,-1.8830762864610975,286815.0,671805.0,Patikul
31.133982,33.407664266878115,-2.273682266878115,287115.0,671805.0,Patikul
31.235878,34.007330262366295,-2.771452262366296,287415.0,671805.0,Patikul
30.70434,30.710945755608066,-0.006605755608067199,287715.0,671805.0,Patikul
29.507452,30.761011242598382,-1.2535592425983815,288015.0,671805.0,Patikul
30.090584,29.4911142312125,0.5994697687875004,288315.0,671805.0,Patikul
30.895123,31.022508922034863,-0.1273859220348612,288615.0,671805.0,Patikul
32.02853,31.958668299244668,0.06986170075533593,288915.0,671805.0,Patikul
31.095373,32.78999890418798,-1.6946259041879834,289215.0,671805.0,Patikul
33.170868,33.46828896832545,-0.2974209683254543,289515.0,671805.0,Patikul
31.963743,31.370786801611256,0.5929561983887446,289815.0,671805.0,Patikul
32.653442,31.945452633249708,0.7079893667502901,290115.0,671805.0,Patikul
33.48395,32.747463362368144,0.736486637631856,290415.0,671805.0,Patikul
33.679787,32.668682083271314,1.0111049167286836,290715.0,671805.0,Patikul
32.71583,31.882851935373292,0.8329780646267047,291015.0,671805.0,Patikul
32.46619,32.94569010245135,-0.4795001024513539,291315.0,671805.0,Patikul
33.095078,32.21458315393227,0.8804948460677338,291615.0,671805.0,Patikul
33.27037,33.73239127796124,-0.4620212779612416,291915.0,671805.0,Patikul
35.849396,35.31175160169757,0.5376443983024259,292215.0,671805.0,Patikul
34.279747,33.60125059950619,0.6784964004938132,292515.0,671805.0,Patikul
35.04102,33.81796058797966,1.2230594120203406,292815.0,671805.0,Patikul
33.61244,34.93270665492284,-1.3202666549228397,293115.0,671805.0,Patikul
35.63813,34.47454993024922,1.163580069750779,293415.0,671805.0,Patikul
34.94111,35.074062850914146,-0.132952850914144,293715.0,671805.0,Patikul
35.782562,35.3109214262844,0.47164057371559664,294015.0,671805.0,Patikul
33.68688,32.42859835043441,1.258281649565589,294315.0,671805.0,Patikul
35.028545,33.32824075656837,1.7003042434316313,294615.0,671805.0,Patikul
34.171806,32.75385589316165,1.4179501068383473,294915.0,671805.0,Patikul
35.98687,36.0860693122825,-0.09919931228249368,295215.0,671805.0,Patikul
35.786938,35.86734076192672,-0.08040276192672025,295515.0,671805.0,Patikul
36.24195,37.1763855510389,-0.9344355510388951,295815.0,671805.0,Patikul
33.32718,34.022932085947204,-0.6957520859472055,280215.0,671505.0,Patikul
32.529884,33.713237576899225,-1.183353576899222,280515.0,671505.0,Patikul
32.07663,33.91096179550525,-1.8343317955052498,280815.0,671505.0,Patikul
32.034687,32.37794874882839,-0.34326174882838956,281115.0,671505.0,Patikul
32.601757,31.43472213941881,1.1670348605811895,281415.0,671505.0,Patikul
31.632793,32.10638915586302,-0.47359615586302084,281715.0,671505.0,Patikul
31.058893,31.743389219905765,-0.684496219905764,282015.0,671505.0,Patikul
31.992916,32.668948556054865,-0.6760325560548637,282315.0,671505.0,Patikul
30.908726,31.60235157654197,-0.6936255765419688,282615.0,671505.0,Patikul
32.4401,33.07757143289871,-0.6374714328987068,282915.0,671505.0,Patikul
32.8826,32.66542531424591,0.21717468575408816,283215.0,671505.0,Patikul
33.174942,32.65273008952986,0.5222119104701406,283515.0,671505.0,Patikul
34.64778,33.402771952711404,1.245008047288593,283815.0,671505.0,Patikul
32.529804,31.927832631251885,0.6019713687481136,284115.0,671505.0,Patikul
